customer_id,number_of_site_visits,number_of_emails_opened,number_of_clicks
9420,173,59,20
9421,149,49,1
9422,202,88,23
9423,17,12,10
9424,53,25,8
9425,2,1,1
9426,11,5,3
9427,49,220,14
9428,173,97,50
9429,321,176,10
9430,11,14,7
9431,75,33,16
9432,62,46,7
9433,9,3,4
9434,87,22,1
9435,285,70,41
9436,186,44,24
9437,29,19,10
9438,6,20,36
9439,194,3,34
9440,162,72,10
9441,111,98,13
9442,365,39,118
9443,105,28,15
9444,204,88,2
9445,92,22,11
9446,16,2,2
9447,60,12,1
9448,15,2,2
9449,17,53,30
9450,90,5,24
9451,250,90,60
9452,34,19,5
9453,123,35,66
9454,71,34,16
9455,126,33,20
9456,14,7,3
9457,143,28,10
9458,4,7,9
9459,15,6,1
9460,36,15,3
9461,26,12,4
9462,19,3,1
9463,109,14,21
9464,9,4,6
9465,87,14,10
9466,68,30,5
9467,140,11,30
9468,173,66,28
9469,74,19,8
9470,53,90,10
9471,156,89,52
9472,237,37,49
9473,52,10,4
9474,315,134,55
9475,133,160,24
9476,62,12,2
9477,291,96,18
9478,90,128,29
9479,22,81,14
9480,7,3,7
9481,289,18,30
9482,13,5,1
9483,95,21,16
9484,12,58,20
9485,6,22,9
9486,346,60,33
9487,142,33,46
9488,86,22,41
9489,147,5,11
9490,9,1,1
9491,12,30,23
9492,42,36,29
9493,279,2,69
9494,36,55,7
9495,6,6,7
9496,28,15,6
9497,3,18,47
9498,285,97,49
9499,33,4,5
9500,137,27,14
9501,40,12,4
9502,64,16,19
9503,65,57,8
9504,265,14,76
9505,66,13,24
9506,74,33,7
9507,253,107,32
9508,13,5,8
9509,5,7,1
9510,33,20,7
9511,286,36,42
9512,9,3,1
9513,75,14,15
9514,2,41,52
9515,37,12,3
9516,71,29,5
9517,33,21,9
9518,8,3,3
9519,127,24,5
9520,67,21,13
9521,458,73,9
9522,44,9,2
9523,14,9,1
9524,461,166,55
9525,374,105,68
9526,19,56,31
9527,168,44,5
9528,98,175,45
9529,204,48,19
9530,50,105,31
9531,17,2,5
9532,141,101,23
9533,2,29,39
9534,257,7,2
9535,112,79,46
9536,130,87,12
9537,21,7,1
9538,34,96,78
9539,233,164,18
9540,4,1,1
9541,331,6,104
9542,8,1,1
9543,42,11,6
9544,1,1,1
9545,105,16,19
9546,38,12,13
9547,23,8,9
9548,7,2,9
9549,16,55,8
9550,28,5,12
9551,38,81,24
9552,112,14,27
9553,27,7,2
9554,22,23,14
9555,27,62,3
9556,3,1,2
9557,2,15,3
9558,89,8,8
9559,89,59,38
9560,186,11,47
9561,21,7,9
9562,176,58,31
9563,18,85,32
9564,85,43,37
9565,30,1,6
9566,81,30,8
9567,10,26,8
9568,19,2,1
9569,14,4,9
9570,460,43,25
9571,3,9,7
9572,16,23,14
9573,2,34,1
9574,263,10,42
9575,132,26,13
9576,46,48,18
9577,95,20,4
9578,1,1,1
9579,19,7,1
9580,172,4,43
9581,58,29,19
9582,39,132,54
9583,2,1,2
9584,21,5,5
9585,264,109,83
9586,270,162,22
9587,1,1,1
9588,28,14,5
9589,475,25,97
9590,13,14,4
9591,556,59,17
9592,15,22,27
9593,370,152,113
9594,189,60,3
9595,48,37,2
9596,67,26,7
9597,191,3,61
9598,72,15,6
9599,52,11,8
9600,47,146,74
9601,35,3,19
9602,8,3,1
9603,292,53,56
9604,3,29,2
9605,202,15,41
9606,30,10,6
9607,97,24,4
9608,172,11,21
9609,83,57,41
9610,15,3,3
9611,4,6,3
9612,436,40,1
9613,16,4,1
9614,38,46,20
9615,354,279,45
9616,3,11,7
9617,41,13,14
9618,15,1,9
9619,3,3,3
9620,42,86,42
9621,10,8,9
9622,103,38,22
9623,29,53,10
9624,22,2,4
9625,17,13,5
9626,8,8,2
9627,449,5,34
9628,99,1,45
9629,7,8,2
9630,56,14,4
9631,85,6,42
9632,50,9,13
9633,137,82,29
9634,14,6,2
9635,33,11,10
9636,181,88,21
9637,265,41,24
9638,173,51,13
9639,108,52,25
9640,418,161,78
9641,8,5,1
9642,109,21,1
9643,5,62,23
9644,44,41,10
9645,195,214,114
9646,163,93,10
9647,49,34,8
9648,61,14,8
9649,229,57,25
9650,6,5,1
9651,190,49,51
9652,25,2,7
9653,30,25,3
9654,27,15,5
9655,1,1,1
9656,24,22,13
9657,26,17,8
9658,56,36,17
9659,92,33,13
9660,155,36,17
9661,1,1,1
9662,9,24,10
9663,105,47,25
9664,2,2,1
9665,81,16,3
9666,122,53,17
9667,8,4,2
9668,152,47,25
9669,1,1,1
9670,1,3,1
9671,136,74,28
9672,1,1,1
9673,18,43,4
9674,555,185,104
9675,89,13,11
9676,216,95,41
9677,90,8,11
9678,84,40,71
9679,91,19,1
9680,218,64,68
9681,93,3,1
9682,33,31,39
9683,51,1,2
9684,7,5,2
9685,148,69,5
9686,13,19,14
9687,120,13,18
9688,46,36,35
9689,93,6,1
9690,137,46,13
9691,55,2,20
9692,37,146,67
9693,123,35,22
9694,206,73,8
9695,91,14,40
9696,10,38,6
9697,42,38,18
9698,42,4,4
9699,9,25,12
9700,8,91,71
9701,18,10,3
9702,40,17,18
9703,35,5,38
9704,9,1,3
9705,427,61,125
9706,4,3,1
9707,1,1,1
9708,195,10,2
9709,156,3,36
9710,287,105,68
9711,104,9,13
9712,29,2,6
9713,86,8,15
9714,402,205,10
9715,5,2,1
9716,28,6,1
9717,8,4,2
9718,44,186,78
9719,42,4,10
9720,60,39,46
9721,74,136,47
9722,58,11,9
9723,4,2,1
9724,34,9,7
9725,130,8,17
9726,133,37,5
9727,2,1,1
9728,64,13,30
9729,5,2,1
9730,9,4,16
9731,396,154,16
9732,3,1,1
9733,24,7,3
9734,399,69,57
9735,153,39,74
9736,9,3,1
9737,39,178,40
9738,325,151,23
9739,87,38,13
9740,101,178,79
9741,7,36,28
9742,221,83,10
9743,97,19,15
9744,155,66,48
9745,1,1,1
9746,1,1,1
9747,1,1,1
9748,166,129,38
9749,65,86,5
9750,24,17,6
9751,115,5,21
9752,6,4,2
9753,25,7,3
9754,87,25,59
9755,40,15,5
9756,73,69,38
9757,22,15,3
9758,204,134,85
9759,27,10,4
9760,34,134,72
9761,23,8,6
9762,173,277,27
9763,156,13,10
9764,9,6,2
9765,2,1,1
9766,19,9,2
9767,3,1,1
9768,23,13,9
9769,17,1,2
9770,395,159,47
9771,40,43,21
9772,106,33,4
9773,32,12,4
9774,4,4,2
9775,37,33,26
9776,107,40,14
9777,388,142,84
9778,352,119,18
9779,71,6,16
9780,189,69,2
9781,112,11,8
9782,17,23,11
9783,47,55,2
9784,26,31,7
9785,62,35,17
9786,76,50,58
9787,104,59,3
9788,57,81,25
9789,102,64,47
9790,233,85,9
9791,123,71,14
9792,85,40,8
9793,110,12,2
9794,239,156,58
9795,39,27,12
9796,13,3,1
9797,51,8,4
9798,100,43,105
9799,81,20,3
9800,75,55,7
9801,15,10,1
9802,31,5,14
9803,45,44,2
9804,7,2,1
9805,504,200,35
9806,70,105,61
9807,48,13,9
9808,38,5,4
9809,22,1,9
9810,155,60,25
9811,43,72,22
9812,3,2,1
9813,164,46,29
9814,42,12,20
9815,8,1,1
9816,3,24,8
9817,8,2,1
9818,72,17,13
9819,64,75,25
9820,33,29,2
9821,63,98,15
9822,14,20,56
9823,1,1,1
9824,6,5,1
9825,13,2,7
9826,21,2,3
9827,19,18,1
9828,35,2,3
9829,75,19,10
9830,441,23,34
9831,439,72,70
9832,7,2,1
9833,224,4,7
9834,234,5,14
9835,202,35,44
9836,214,87,51
9837,94,32,8
9838,6,35,2
9839,142,1,19
9840,119,68,33
9841,4,8,2
9842,15,7,3
9843,10,23,10
9844,91,7,5
9845,1,2,1
9846,127,79,11
9847,4,2,2
9848,132,57,4
9849,142,67,3
9850,18,21,13
9851,11,1,1
9852,436,148,8
9853,56,13,8
9854,146,45,21
9855,254,105,19
9856,47,141,24
9857,117,75,39
9858,138,148,48
9859,367,47,76
9860,155,53,6
9861,2,1,1
9862,122,60,22
9863,142,100,12
9864,16,66,5
9865,23,92,27
9866,5,4,3
9867,22,20,4
9868,432,89,95
9869,58,14,5
9870,5,18,4
9871,125,22,6
9872,41,35,15
9873,1,1,1
9874,23,8,1
9875,18,1,4
9876,126,31,32
9877,49,10,9
9878,190,33,12
9879,4,19,18
9880,2,1,1
9881,346,61,35
9882,17,1,2
9883,26,6,5
9884,59,24,19
9885,39,35,25
9886,238,41,119
9887,21,5,4
9888,10,5,5
9889,258,77,6
9890,7,22,18
9891,16,1,3
9892,37,10,7
9893,64,21,9
9894,149,74,9
9895,89,22,30
9896,144,67,26
9897,147,23,33
9898,9,3,2
9899,58,49,11
9900,172,114,8
9901,2,4,1
9902,4,2,3
9903,17,15,6
9904,232,57,52
9905,209,41,20
9906,5,25,20
9907,213,121,62
9908,94,98,46
9909,69,6,12
9910,70,101,3
9911,8,21,17
9912,600,54,3
9913,40,7,8
9914,451,179,63
9915,45,19,12
9916,86,10,8
9917,68,43,18
9918,12,1,2
9919,13,1,3
9920,51,153,6
9921,48,25,12
9922,102,27,6
9923,229,94,86
9924,11,9,5
9925,116,48,28
9926,113,21,5
9927,99,39,1
9928,98,106,24
9929,3,7,1
9930,14,1,1
9931,101,90,85
9932,51,41,13
9933,6,4,1
9934,376,91,65
9935,9,5,2
9936,113,79,18
9937,517,87,100
9938,107,35,3
9939,7,20,5
9940,38,6,2
9941,392,230,9
9942,248,59,34
9943,192,134,56
9944,98,11,10
9945,355,99,30
9946,108,70,36
9947,428,193,11
9948,42,6,29
9949,10,11,5
9950,59,4,39
9951,26,40,8
9952,7,4,1
9953,436,241,65
9954,116,76,35
9955,21,5,4
9956,46,216,73
9957,84,3,5
9958,35,10,5
9959,25,51,15
9960,24,5,4
9961,22,10,6
9962,57,18,6
9963,117,51,7
9964,185,87,11
9965,334,131,106
9966,63,40,27
9967,10,4,1
9968,475,16,13
9969,109,31,19
9970,22,3,13
9971,12,38,35
9972,102,26,14
9973,152,52,14
9974,38,48,52
9975,31,110,55
9976,21,24,6
9977,3,1,15
9978,25,7,3
9979,10,3,1
9980,256,100,62
9981,42,13,5
9982,345,8,77
9983,28,2,11
9984,119,30,18
9985,89,71,11
9986,82,93,91
9987,321,120,34
9988,568,92,127
9989,91,101,31
9990,11,29,2
9991,6,6,2
9992,9,1,1
9993,269,83,25
9994,45,25,18
9995,66,115,19
9996,119,47,16
9997,3,33,14
9998,53,17,5
9999,23,5,4
10000,12,12,7
